lhs	rhs	rules	support	confidence	lift	count	oddsRatio	source	DiseaseName	Source	intended_target_entrez_gene_id	ReactomeID	Name	Species	URL	EvidenceCode	Parent.Name	Major	Minor
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0626753975678204	0.982885085574572	1.47191803382566	402	31.4296020907719	MESH	Carcinoma, Hepatocellular	MESH	841	R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-264870	TAS	Apoptotic cleavage of cellular proteins	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0626753975678204	0.982885085574572	1.47191803382566	402	31.4296020907719	MESH	Carcinoma, Hepatocellular	MESH	841	R-HSA-75153	Apoptotic execution  phase	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75153	TAS	Apoptosis	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0626753975678204	0.982885085574572	1.47191803382566	402	31.4296020907719	MESH	Carcinoma, Hepatocellular	MESH	841	R-HSA-5213460	RIPK1-mediated regulated necrosis	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5213460	TAS	Regulated Necrosis	Programmed Cell Death	Regulated Necrosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0626753975678204	0.982885085574572	1.47191803382566	402	31.4296020907719	MESH	Carcinoma, Hepatocellular	MESH	841	R-HSA-140534	Ligand-dependent caspase activation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-140534	TAS	Caspase activation via extrinsic apoptotic signalling pathway	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0626753975678204	0.982885085574572	1.47191803382566	402	31.4296020907719	MESH	Carcinoma, Hepatocellular	MESH	841	R-HSA-5357786	TNFR1-induced proapoptotic signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5357786	TAS	TNF signaling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0626753975678204	0.982885085574572	1.47191803382566	402	31.4296020907719	MESH	Carcinoma, Hepatocellular	MESH	841	R-HSA-3371378	Regulation by c-FLIP	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3371378	TAS	Ligand-dependent caspase activation	Programmed Cell Death	Apoptosis
CCL20	D006528	{CCL20=1} => {MESH.D006528=1}	0.0124727159338946	0.987654320987654	1.47906019491357	80	40.5424696645248	MESH	Carcinoma, Hepatocellular	MESH	6364	R-HSA-418594	G alpha (i) signalling events	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-418594	TAS	GPCR downstream signalling	Signal Transduction	Signaling by GPCR
CCL20	D006528	{CCL20=1} => {MESH.D006528=1}	0.0124727159338946	0.987654320987654	1.47906019491357	80	40.5424696645248	MESH	Carcinoma, Hepatocellular	MESH	6364	R-HSA-6783783	Interleukin-10 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6783783	TAS	Signaling by Interleukins	Immune System	Cytokine Signaling in Immune system
CCL20	D006528	{CCL20=1} => {MESH.D006528=1}	0.0124727159338946	0.987654320987654	1.47906019491357	80	40.5424696645248	MESH	Carcinoma, Hepatocellular	MESH	6364	R-HSA-380108	Chemokine receptors bind chemokines	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-380108	TAS	Peptide ligand-binding receptors	Signal Transduction	Signaling by GPCR
CCL4	D006528	{CCL4=1} => {MESH.D006528=1}	0.016682257561584	0.981651376146789	1.4700704941876	107	27.2752634099617	MESH	Carcinoma, Hepatocellular	MESH	6351	R-HSA-418594	G alpha (i) signalling events	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-418594	TAS	GPCR downstream signalling	Signal Transduction	Signaling by GPCR
CCL4	D006528	{CCL4=1} => {MESH.D006528=1}	0.016682257561584	0.981651376146789	1.4700704941876	107	27.2752634099617	MESH	Carcinoma, Hepatocellular	MESH	6351	R-HSA-6783783	Interleukin-10 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6783783	TAS	Signaling by Interleukins	Immune System	Cytokine Signaling in Immune system
CCL5	D006528	{CCL5=1} => {MESH.D006528=1}	0.0244777050202682	0.98125	1.46946941396218	157	26.991113265471	MESH	Carcinoma, Hepatocellular	MESH	6352	R-HSA-380108	Chemokine receptors bind chemokines	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-380108	TAS	Peptide ligand-binding receptors	Signal Transduction	Signaling by GPCR
CCL5	D006528	{CCL5=1} => {MESH.D006528=1}	0.0244777050202682	0.98125	1.46946941396218	157	26.991113265471	MESH	Carcinoma, Hepatocellular	MESH	6352	R-HSA-418594	G alpha (i) signalling events	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-418594	TAS	GPCR downstream signalling	Signal Transduction	Signaling by GPCR
CCL5	D006528	{CCL5=1} => {MESH.D006528=1}	0.0244777050202682	0.98125	1.46946941396218	157	26.991113265471	MESH	Carcinoma, Hepatocellular	MESH	6352	R-HSA-6783783	Interleukin-10 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6783783	TAS	Signaling by Interleukins	Immune System	Cytokine Signaling in Immune system
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-68911	G2 Phase	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-68911	TAS	Mitotic G2-G2/M phases	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-1538133	G0 and Early G1	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1538133	TAS	Mitotic G1-G1/S phases	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6804756	TAS	Regulation of TP53 Activity	Gene expression (Transcription)	RNA Polymerase II Transcription
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-6804757	Regulation of TP53 Degradation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6804757	TAS	Regulation of TP53 Expression and Degradation	Gene expression (Transcription)	RNA Polymerase II Transcription
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-68949	Orc1 removal from chromatin	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-68949	TAS	Removal of licensing factors from origins	DNA Replication	Regulation of DNA replication
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69273	IEA	G2/M Transition	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559586	TAS	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-5693607	Processing of DNA double-strand break ends	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5693607	TAS	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	DNA Repair	DNA Double-Strand Break Repair
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-5689880	Ub-specific processing proteases	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5689880	TAS	Deubiquitination	Metabolism of proteins	Post-translational protein modification
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69656	TAS	S Phase	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-174184	TAS	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-539107	Activation of E2F1 target genes at G1/S	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-539107	TAS	G1/S-Specific Transcription	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6804116	TAS	TP53 Regulates Transcription of Cell Cycle Genes	Gene expression (Transcription)	RNA Polymerase II Transcription
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-68949	Orc1 removal from chromatin	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-68949	TAS	Switching of origins to a post-replicative state	Cell Cycle	Synthesis of DNA
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-170145	TAS	Cyclin A/B1/B2 associated events during G2/M transition	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-69563	p53-Dependent G1 DNA Damage Response	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69563	TAS	p53-Dependent G1/S DNA damage checkpoint	Cell Cycle	Cell Cycle Checkpoints
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-187577	TAS	Cyclin A:Cdk2-associated events at S phase entry	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-187577	TAS	Cyclin E associated events during G1/S transition	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69273	TAS	G2/M Transition	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-176408	TAS	APC/C-mediated degradation of cell cycle proteins	Cell Cycle	Cell Cycle, Mitotic
CCNA1	D006528	{CCNA1=1} => {MESH.D006528=1}	0.00826317430620518	0.981481481481482	1.46981606869536	53	26.6879432624115	MESH	Carcinoma, Hepatocellular	MESH	8900	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559582	TAS	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-68949	Orc1 removal from chromatin	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-68949	TAS	Switching of origins to a post-replicative state	Cell Cycle	Synthesis of DNA
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-187577	TAS	Cyclin A:Cdk2-associated events at S phase entry	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559582	TAS	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-187577	TAS	Cyclin E associated events during G1/S transition	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6804116	TAS	TP53 Regulates Transcription of Cell Cycle Genes	Gene expression (Transcription)	RNA Polymerase II Transcription
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-68911	G2 Phase	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-68911	TAS	Mitotic G2-G2/M phases	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-68949	Orc1 removal from chromatin	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-68949	TAS	Removal of licensing factors from origins	DNA Replication	Regulation of DNA replication
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559586	TAS	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-69563	p53-Dependent G1 DNA Damage Response	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69563	TAS	p53-Dependent G1/S DNA damage checkpoint	Cell Cycle	Cell Cycle Checkpoints
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69656	TAS	S Phase	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69273	IEA	G2/M Transition	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69273	TAS	G2/M Transition	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-176408	TAS	APC/C-mediated degradation of cell cycle proteins	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-5693607	Processing of DNA double-strand break ends	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5693607	TAS	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	DNA Repair	DNA Double-Strand Break Repair
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-5689880	Ub-specific processing proteases	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5689880	TAS	Deubiquitination	Metabolism of proteins	Post-translational protein modification
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6804756	TAS	Regulation of TP53 Activity	Gene expression (Transcription)	RNA Polymerase II Transcription
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-170145	TAS	Cyclin A/B1/B2 associated events during G2/M transition	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-174184	TAS	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-6804757	Regulation of TP53 Degradation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6804757	TAS	Regulation of TP53 Expression and Degradation	Gene expression (Transcription)	RNA Polymerase II Transcription
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-1538133	G0 and Early G1	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1538133	TAS	Mitotic G1-G1/S phases	Cell Cycle	Cell Cycle, Mitotic
CCNA2	D006528	{CCNA2=1} => {MESH.D006528=1}	0.0274399750545681	0.98876404494382	1.48072206030111	176	45.6177258339421	MESH	Carcinoma, Hepatocellular	MESH	890	R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1362300	IEA	G0 and Early G1	Cell Cycle	Cell Cycle, Mitotic
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-69229	Ubiquitin-dependent degradation of Cyclin D1	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69229	TAS	Ubiquitin-dependent degradation of Cyclin D	Cell Cycle	Cell Cycle, Mitotic
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-8849470	PTK6 Regulates Cell Cycle	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8849470	TAS	Signaling by PTK6	Signal Transduction	Signaling by Non-Receptor Tyrosine Kinases
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-8951936	RUNX3 regulates p14-ARF	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8951936	TAS	Transcriptional regulation by RUNX3	Gene expression (Transcription)	RNA Polymerase II Transcription
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-8951430	RUNX3 regulates WNT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8951430	TAS	Transcriptional regulation by RUNX3	Gene expression (Transcription)	RNA Polymerase II Transcription
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-1912408	Pre-NOTCH Transcription and Translation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1912408	IEA	Pre-NOTCH Expression and Processing	Signal Transduction	Signaling by NOTCH
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-69231	Cyclin D associated events in G1	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69231	TAS	G1 Phase	Cell Cycle	Cell Cycle, Mitotic
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-8878166	Transcriptional regulation by RUNX2	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8878166	TAS	Generic Transcription Pathway	Gene expression (Transcription)	RNA Polymerase II Transcription
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-3214858	RMTs methylate histone arginines	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3214858	TAS	Chromatin modifying enzymes	Chromatin organization	Chromatin modifying enzymes
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-8934593	Regulation of RUNX1 Expression and Activity	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8934593	TAS	Transcriptional regulation by RUNX1	Gene expression (Transcription)	RNA Polymerase II Transcription
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-187577	TAS	Cyclin E associated events during G1/S transition	Cell Cycle	Cell Cycle, Mitotic
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-6785807	Interleukin-4 and 13 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6785807	TAS	Signaling by Interleukins	Immune System	Cytokine Signaling in Immune system
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-187577	TAS	Cyclin A:Cdk2-associated events at S phase entry	Cell Cycle	Cell Cycle, Mitotic
CCND1	D006528	{CCND1=1} => {MESH.D006528=1}	0.061895852821952	0.985111662531017	1.47525244068969	397	36.1822353748499	MESH	Carcinoma, Hepatocellular	MESH	595	R-HSA-69229	Ubiquitin-dependent degradation of Cyclin D1	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69229	IEA	Ubiquitin-dependent degradation of Cyclin D	Cell Cycle	Cell Cycle, Mitotic
CCND2	D006528	{CCND2=1} => {MESH.D006528=1}	0.0137199875272841	0.977777777777778	1.46426959296443	88	22.3303933253872	MESH	Carcinoma, Hepatocellular	MESH	894	R-HSA-69231	Cyclin D associated events in G1	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69231	TAS	G1 Phase	Cell Cycle	Cell Cycle, Mitotic
