lhs	rhs	rules	support	confidence	lift	count	oddsRatio	source	DiseaseName	Source	Found.identifier.Reactome	intended_target_entrez_gene_id	Entry.Uniprot	ReactomeID	Name	Species	URL	EvidenceCode	Parent.Name	Major	Minor
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-4	2099	P03372	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2219530	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-4	2099	G4XH65	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2219530	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	P03372	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2219530	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	G4XH65	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2219530	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	G4XH65	R-HSA-1251985	Nuclear signaling by ERBB4	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1251985	TAS	Signaling by ERBB4	Signal Transduction	Signaling by Receptor Tyrosine Kinases
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	G4XH65	R-HSA-8931987	RUNX1 regulates estrogen receptor mediated transcription	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8931987	TAS	Transcriptional regulation by RUNX1	Gene expression (Transcription)	RNA Polymerase II Transcription
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	G4XH65	R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8866910	TAS	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	Gene expression (Transcription)	RNA Polymerase II Transcription
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	P03372	R-HSA-5689896	Ovarian tumor domain proteases	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5689896	TAS	Deubiquitination	Metabolism of proteins	Post-translational protein modification
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	P03372	R-HSA-8939902	Regulation of RUNX2 expression and activity	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8939902	TAS	Transcriptional regulation by RUNX2	Gene expression (Transcription)	RNA Polymerase II Transcription
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	P03372	R-HSA-1251985	Nuclear signaling by ERBB4	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1251985	TAS	Signaling by ERBB4	Signal Transduction	Signaling by Receptor Tyrosine Kinases
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	G4XH65	R-HSA-8939902	Regulation of RUNX2 expression and activity	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8939902	TAS	Transcriptional regulation by RUNX2	Gene expression (Transcription)	RNA Polymerase II Transcription
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-3	2099	P03372	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6811558	TAS	Negative regulation of the PI3K/AKT network	Signal Transduction	Intracellular signaling by second messengers
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-3	2099	P03372	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1257604	TAS	Intracellular signaling by second messengers	Signal Transduction	Intracellular signaling by second messengers
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-4	2099	P03372	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1257604	TAS	Intracellular signaling by second messengers	Signal Transduction	Intracellular signaling by second messengers
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-4	2099	G4XH65	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1257604	TAS	Intracellular signaling by second messengers	Signal Transduction	Intracellular signaling by second messengers
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-3	2099	G4XH65	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2219530	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	G4XH65	R-HSA-5689896	Ovarian tumor domain proteases	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5689896	TAS	Deubiquitination	Metabolism of proteins	Post-translational protein modification
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	P03372	R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8866910	TAS	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	Gene expression (Transcription)	RNA Polymerase II Transcription
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-3	2099	G4XH65	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6811558	TAS	Negative regulation of the PI3K/AKT network	Signal Transduction	Intracellular signaling by second messengers
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	P03372	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1257604	TAS	Intracellular signaling by second messengers	Signal Transduction	Intracellular signaling by second messengers
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-4	2099	G4XH65	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6811558	TAS	Negative regulation of the PI3K/AKT network	Signal Transduction	Intracellular signaling by second messengers
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372	2099	P03372	R-HSA-383280	Nuclear Receptor transcription pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-383280	TAS	Generic Transcription Pathway	Gene expression (Transcription)	RNA Polymerase II Transcription
ESR1	D006528	{ESR1=1} => {MESH.D006528=1}	0.0816962893670097	0.99054820415879	1.48339392516332	524	59.272359670125	MESH	Carcinoma, Hepatocellular	MESH	P03372-3	2099	G4XH65	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1257604	TAS	Intracellular signaling by second messengers	Signal Transduction	Intracellular signaling by second messengers
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	F1D8N3	R-HSA-383280	Nuclear Receptor transcription pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-383280	TAS	Generic Transcription Pathway	Gene expression (Transcription)	RNA Polymerase II Transcription
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	Q92731	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1257604	TAS	Intracellular signaling by second messengers	Signal Transduction	Intracellular signaling by second messengers
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	Q92731	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6811558	TAS	Negative regulation of the PI3K/AKT network	Signal Transduction	Intracellular signaling by second messengers
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	Q92731	R-HSA-383280	Nuclear Receptor transcription pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-383280	TAS	Generic Transcription Pathway	Gene expression (Transcription)	RNA Polymerase II Transcription
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	F1D8N3	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1257604	TAS	Intracellular signaling by second messengers	Signal Transduction	Intracellular signaling by second messengers
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	Q7LCB3	R-HSA-1257604	PIP3 activates AKT signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1257604	TAS	Intracellular signaling by second messengers	Signal Transduction	Intracellular signaling by second messengers
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	Q7LCB3	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6811558	TAS	Negative regulation of the PI3K/AKT network	Signal Transduction	Intracellular signaling by second messengers
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	F1D8N3	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6811558	TAS	Negative regulation of the PI3K/AKT network	Signal Transduction	Intracellular signaling by second messengers
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	F1D8N3	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2219530	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	Q7LCB3	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2219530	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	Q92731	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2219530	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
ESR2	D006528	{ESR2=1} => {MESH.D006528=1}	0.0403804178359838	0.981060606060606	1.4691857873623	259	27.3674950298214	MESH	Carcinoma, Hepatocellular	MESH	Q92731	2100	Q7LCB3	R-HSA-383280	Nuclear Receptor transcription pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-383280	TAS	Generic Transcription Pathway	Gene expression (Transcription)	RNA Polymerase II Transcription
ETS1	D006528	{ETS1=1} => {MESH.D006528=1}	0.00795135640785781	0.980769230769231	1.4687494387471	51	25.6687145557656	MESH	Carcinoma, Hepatocellular	MESH	P14921	2113	P14921	R-HSA-2559585	Oncogene Induced Senescence	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559585	TAS	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5610785	TAS	Hedgehog 'off' state	Signal Transduction	Signaling by Hedgehog
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-399956	CRMPs in Sema3A signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-399956	TAS	Semaphorin interactions	Developmental Biology	Axon guidance
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-196299	Beta-catenin phosphorylation cascade	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-196299	TAS	Degradation of beta-catenin by the destruction complex	Signal Transduction	Signaling by WNT
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-3371453	Regulation of HSF1-mediated heat shock response	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3371453	TAS	Cellular response to heat stress	Cellular responses to external stimuli	Cellular responses to stress
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-5358751	S45 mutants of beta-catenin aren't phosphorylated	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5358751	TAS	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-8939902	Regulation of RUNX2 expression and activity	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8939902	IEA	Transcriptional regulation by RUNX2	Gene expression (Transcription)	RNA Polymerase II Transcription
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-5250924	B-WICH complex positively regulates rRNA expression	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5250924	TAS	Positive epigenetic regulation of rRNA expression	Gene expression (Transcription)	Epigenetic regulation of gene expression
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-399956	CRMPs in Sema3A signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-399956	TAS	Semaphorin interactions	Developmental Biology	Axon guidance
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5358749	TAS	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-5250924	B-WICH complex positively regulates rRNA expression	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5250924	TAS	Positive epigenetic regulation of rRNA expression	Gene expression (Transcription)	Epigenetic regulation of gene expression
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5467340	TAS	AXIN mutants destabilize the destruction complex, activating WNT signaling	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-5467337	APC truncation mutants have impaired AXIN binding	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5467337	TAS	truncated APC mutants destabilize the destruction complex	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-8939902	Regulation of RUNX2 expression and activity	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8939902	IEA	Transcriptional regulation by RUNX2	Gene expression (Transcription)	RNA Polymerase II Transcription
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5467340	TAS	AXIN mutants destabilize the destruction complex, activating WNT signaling	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5610785	TAS	Hedgehog 'off' state	Signal Transduction	Signaling by Hedgehog
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-5610783	Degradation of GLI2 by the proteasome	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5610783	IEA	Hedgehog 'off' state	Signal Transduction	Signaling by Hedgehog
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5674400	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-196299	Beta-catenin phosphorylation cascade	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-196299	TAS	Degradation of beta-catenin by the destruction complex	Signal Transduction	Signaling by WNT
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-5339716	Misspliced GSK3beta mutants stabilize beta-catenin	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5339716	TAS	Signaling by WNT in cancer	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-5358751	S45 mutants of beta-catenin aren't phosphorylated	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5358751	TAS	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-3371453	Regulation of HSF1-mediated heat shock response	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3371453	TAS	Cellular response to heat stress	Cellular responses to external stimuli	Cellular responses to stress
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-195253	Degradation of beta-catenin by the destruction complex	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-195253	TAS	Signaling by WNT	Signal Transduction	Signaling by WNT
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5358749	TAS	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5674400	TAS	PI3K/AKT Signaling in Cancer	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-4641262	IEA	TCF dependent signaling in response to WNT	Signal Transduction	Signaling by WNT
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-4641262	TAS	TCF dependent signaling in response to WNT	Signal Transduction	Signaling by WNT
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-5467337	APC truncation mutants have impaired AXIN binding	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5467337	TAS	truncated APC mutants destabilize the destruction complex	Disease	Diseases of signal transduction
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	Q6FI27	R-HSA-195253	Degradation of beta-catenin by the destruction complex	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-195253	TAS	Signaling by WNT	Signal Transduction	Signaling by WNT
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-198323	AKT phosphorylates targets in the cytosol	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-198323	IEA	PIP3 activates AKT signaling	Signal Transduction	Intracellular signaling by second messengers
GSK3B	D006528	{GSK3B=1} => {MESH.D006528=1}	0.0261927034611787	0.976744186046512	1.46272173927208	168	21.7093560145806	MESH	Carcinoma, Hepatocellular	MESH	P49841	2932	P49841	R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-4641262	IEA	TCF dependent signaling in response to WNT	Signal Transduction	Signaling by WNT
